Timestamp,YYYYMMDD,HHMMSS,PREC,AIRT,SST,RH,Q
18286,20060507,234000,7.71,27.52,29.1,87.7,HighQ
18287,20060507,235000,25.23,26.31,29.061,90.6,HighQ
18288,20060508,0,15.62,25.83,29.029,92.1,HighQ
18289,20060508,1000,21.02,25.71,29.033,92.1,HighQ
18290,20060508,2000,9.53,25.4,29.035,92.5,HighQ
18291,20060508,3000,1.76,25.14,29.058,92.2,HighQ
18292,20060508,4000,0.44,25.27,29.077,91.9,HighQ
18293,20060508,5000,0.08,25.45,29.104,91.4,HighQ
18294,20060508,10000,0.05,25.47,29.143,90.6,HighQ
18295,20060508,11000,0.02,25.57,29.162,90,HighQ
18296,20060508,12000,0.01,25.87,29.189,88.9,HighQ
18297,20060508,13000,0.01,26.27,29.203,87.4,HighQ
18298,20060508,14000,0.01,26.66,29.207,86,HighQ
18299,20060508,15000,0.03,26.97,29.207,84.5,HighQ
18300,20060508,20000,0.01,27.29,29.231,83.7,HighQ
18301,20060508,21000,0.02,27.74,29.257,82.5,HighQ
18302,20060508,22000,0.02,27.74,29.234,82.3,HighQ
18303,20060508,23000,0.01,27.6,29.231,82.7,HighQ
18304,20060508,24000,0.01,27.5,29.276,83.1,HighQ
18305,20060508,25000,0.01,27.61,29.303,83.4,HighQ
18306,20060508,30000,-0.01,27.69,29.29,82.9,HighQ
18307,20060508,31000,0.01,27.81,29.332,82.3,HighQ
18308,20060508,32000,0.01,28.08,29.376,81.8,HighQ
18309,20060508,33000,0.02,28.04,29.376,81.8,HighQ
18310,20060508,34000,-0.01,27.99,29.353,82.7,HighQ
18311,20060508,35000,0.04,27.44,29.311,86.8,HighQ
18312,20060508,40000,0.29,26.95,29.298,88.3,HighQ
18313,20060508,41000,0.07,26.99,29.273,88.5,HighQ
18314,20060508,42000,0.01,26.97,29.316,88.8,HighQ
18315,20060508,43000,0.03,27.07,29.29,88,HighQ
18316,20060508,44000,-0.02,27.33,29.262,87.6,HighQ
18317,20060508,45000,0,27.35,29.276,87.5,HighQ
18318,20060508,50000,0.01,27.61,29.322,86.4,HighQ
18319,20060508,51000,-0.01,27.73,29.4,86.1,HighQ
18320,20060508,52000,-0.04,26.47,29.404,88.4,HighQ
18321,20060508,53000,-0.08,26.01,29.299,90.3,HighQ
18322,20060508,54000,-0.1,25.82,29.272,90.5,HighQ
18323,20060508,55000,-0.06,26.02,29.246,90.2,HighQ
18324,20060508,60000,-0.04,25.96,29.24,90.5,HighQ
18325,20060508,61000,-0.03,25.98,29.24,90.7,HighQ
18326,20060508,62000,-0.02,26.09,29.234,90.6,HighQ
18327,20060508,63000,-0.01,26.1,29.213,90.4,HighQ
18328,20060508,64000,-0.01,26.18,29.209,90.2,HighQ
18329,20060508,65000,-0.02,26.32,29.225,90,HighQ
18330,20060508,70000,-0.01,26.36,29.215,88.7,HighQ
18331,20060508,71000,0.01,26.45,29.216,87.1,HighQ
18332,20060508,72000,0.01,26.59,29.229,86.6,HighQ
18333,20060508,73000,0,26.64,29.207,85.9,HighQ
18334,20060508,74000,-0.02,26.71,29.197,85.3,HighQ
18335,20060508,75000,-0.01,26.88,29.181,85.5,HighQ
18336,20060508,80000,-0.01,26.95,29.182,84.6,HighQ
18337,20060508,81000,-0.01,27.15,29.205,84.1,HighQ
18338,20060508,82000,0,27.29,29.226,83.9,HighQ
18339,20060508,83000,-0.01,27.39,29.214,83.9,HighQ
18340,20060508,84000,-0.01,27.47,29.2,84.3,HighQ
18341,20060508,85000,-0.1,27.48,29.2,85.2,HighQ
18342,20060508,90000,-0.14,26.98,29.175,85.4,HighQ
18343,20060508,91000,-0.05,26.79,29.156,85.7,HighQ
18344,20060508,92000,-0.02,27.26,29.16,84.2,HighQ
18345,20060508,93000,0,27.42,29.142,87.2,HighQ
18346,20060508,94000,-0.02,26.71,29.126,91.1,HighQ
18347,20060508,95000,2.81,26.14,29.111,92.8,HighQ
18348,20060508,100000,3.79,25.79,29.102,93.5,HighQ
18349,20060508,101000,1.05,25.88,29.078,92.1,HighQ
18350,20060508,102000,3.8,25.93,29.076,92.9,HighQ
18351,20060508,103000,2.35,25.86,29.066,92.2,HighQ
18352,20060508,104000,0.45,26.08,29.045,90.2,HighQ
18353,20060508,105000,0.41,26.29,29.05,88.6,HighQ
18354,20060508,110000,0.06,26.61,29.054,87.2,HighQ
18355,20060508,111000,0.09,26.83,29.039,88,HighQ
18356,20060508,112000,0.04,26.85,29.039,89.3,HighQ
18357,20060508,113000,-0.01,26.81,29.019,90,HighQ
18358,20060508,114000,0.02,26.66,28.954,90.8,HighQ
18359,20060508,115000,0.41,26.6,28.984,91.6,HighQ
18360,20060508,120000,0.82,26.38,28.984,90.5,HighQ
18361,20060508,121000,0.34,26.59,28.995,91.2,HighQ
18362,20060508,122000,0.2,26.57,28.989,91,HighQ
18363,20060508,123000,0.07,26.62,28.988,90.3,HighQ
18364,20060508,124000,0.05,26.8,28.982,90,HighQ
18365,20060508,125000,0.01,26.88,28.987,89.9,HighQ
18366,20060508,130000,0.02,26.9,29.004,89.8,HighQ
18367,20060508,131000,-0.01,26.95,28.993,89.3,HighQ
18368,20060508,132000,-0.03,27.02,29.007,86.1,HighQ
18369,20060508,133000,-0.04,27.2,28.984,84.3,HighQ
18370,20060508,134000,-0.03,27.33,29.007,83.7,HighQ
18371,20060508,135000,-0.05,27.41,28.994,83.5,HighQ
18372,20060508,140000,-0.01,27.46,28.954,83.8,HighQ
18373,20060508,141000,0.02,27.5,28.959,85.2,HighQ
18374,20060508,142000,0.01,27.49,28.959,86,HighQ
18375,20060508,143000,-0.02,27.48,28.966,85.4,HighQ
18376,20060508,144000,-0.02,27.49,28.969,85.2,HighQ
18377,20060508,145000,-0.04,27.48,28.972,84.5,HighQ
18378,20060508,150000,-0.03,27.48,28.946,84.4,HighQ
18379,20060508,151000,-0.01,27.56,28.974,85,HighQ
18380,20060508,152000,-0.01,27.57,28.979,84.7,HighQ
18381,20060508,153000,0.01,27.6,28.984,84.5,HighQ
18382,20060508,154000,-0.04,27.59,28.965,84.1,HighQ
18383,20060508,155000,-0.03,27.63,28.982,84,HighQ
18384,20060508,160000,-0.02,27.61,28.993,84.5,HighQ
18385,20060508,161000,-0.02,27.49,28.994,83.8,HighQ
18386,20060508,162000,-0.02,27.46,28.993,82.9,HighQ
18387,20060508,163000,0.01,27.55,28.974,82.7,HighQ
18388,20060508,164000,-0.01,27.64,28.989,83.9,HighQ
18389,20060508,165000,0.17,27.48,28.997,85,HighQ
18390,20060508,170000,2.48,27.34,28.99,86.2,HighQ
18391,20060508,171000,0.16,26.99,28.956,86,HighQ
18392,20060508,172000,0.05,27.41,28.965,85,HighQ
18393,20060508,173000,0.01,27.52,28.961,84.2,HighQ
18394,20060508,174000,-0.01,27.57,28.972,82.8,HighQ
18395,20060508,175000,-0.01,27.63,28.974,82.8,HighQ
18396,20060508,180000,-0.01,27.66,28.985,83,HighQ
18397,20060508,181000,-0.01,27.67,28.988,83.2,HighQ
18398,20060508,182000,-0.03,27.66,28.983,83.1,HighQ
18399,20060508,183000,-0.03,27.66,28.977,82.3,HighQ
18400,20060508,184000,0,27.72,28.988,82.3,HighQ
18401,20060508,185000,0.01,27.73,28.98,82.8,HighQ
18402,20060508,190000,0.01,27.75,28.978,82.5,HighQ
18403,20060508,191000,0.01,27.75,28.977,82.1,HighQ
18404,20060508,192000,-0.01,27.75,28.993,82.6,HighQ
18405,20060508,193000,0,27.84,28.976,81.9,HighQ
18406,20060508,194000,0,27.75,28.988,82,HighQ
18407,20060508,195000,-0.01,27.87,28.989,82.1,HighQ
18408,20060508,200000,0,27.79,28.969,83.3,HighQ
18409,20060508,201000,0.02,27.85,28.948,82.9,HighQ
18410,20060508,202000,-0.02,27.97,28.962,79.3,HighQ
18411,20060508,203000,-0.04,28.16,28.949,81.4,HighQ
18412,20060508,204000,-0.11,27.85,28.948,82.9,HighQ
18413,20060508,205000,-0.1,27.45,28.959,80.5,HighQ
18414,20060508,210000,-0.02,27.82,28.966,79.7,HighQ
18415,20060508,211000,0,28.01,28.977,80.8,HighQ
18416,20060508,212000,-0.01,28.07,28.983,81.4,HighQ
18417,20060508,213000,-0.04,28.14,28.989,81.5,HighQ
18418,20060508,214000,-0.04,28.29,28.999,81.5,HighQ
18419,20060508,215000,-0.05,28.24,29.056,82,HighQ
18420,20060508,220000,-0.03,28.18,29.082,82.1,HighQ
18421,20060508,221000,-0.02,28.29,29.091,81.9,HighQ
18422,20060508,222000,-0.04,28.3,29.133,81.4,HighQ
18423,20060508,223000,-0.03,28.38,29.145,81.7,HighQ
18424,20060508,224000,-0.04,28.37,29.161,81.2,HighQ
18425,20060508,225000,-0.06,28.39,29.173,79.7,HighQ
18426,20060508,230000,-0.05,28.41,29.198,79.8,HighQ
18427,20060508,231000,-0.03,28.41,29.234,80.5,HighQ
18428,20060508,232000,-0.04,28.39,29.257,80.6,HighQ
18429,20060508,233000,-0.01,28.35,29.272,80.1,HighQ
18430,20060508,234000,0,28.37,29.306,80.7,HighQ
18431,20060508,235000,-0.02,28.4,29.342,81.4,HighQ
18432,20060509,0,-0.03,28.39,29.339,82.5,HighQ
18433,20060509,1000,0.04,28.31,29.357,82.4,HighQ
18434,20060509,2000,0,28.28,29.353,81.6,HighQ
18435,20060509,3000,0,28.32,29.351,81.4,HighQ
18436,20060509,4000,-0.02,28.38,29.415,81.5,HighQ
18437,20060509,5000,-0.02,28.33,29.436,80.8,HighQ
18438,20060509,10000,0,28.42,29.45,81.7,HighQ
18439,20060509,11000,0.03,28.44,29.389,81.6,HighQ
18440,20060509,12000,0.07,28.39,29.418,81.5,HighQ
18441,20060509,13000,0.02,28.41,29.4,81.3,HighQ
18442,20060509,14000,-0.01,28.42,29.409,81.1,HighQ
18443,20060509,15000,-0.01,28.41,29.379,80.8,HighQ
18444,20060509,20000,-0.01,28.49,29.383,80.9,HighQ
18445,20060509,21000,-0.04,28.57,29.389,81.7,HighQ
18446,20060509,22000,0,28.38,29.337,82.1,HighQ
18447,20060509,23000,0.01,28.29,29.331,78.3,HighQ
18448,20060509,24000,-0.03,28.46,29.412,78.6,HighQ
18449,20060509,25000,0,28.46,29.388,82.3,HighQ
18450,20060509,30000,0.02,28,29.383,83.4,HighQ
18451,20060509,31000,0,28,29.368,81.7,HighQ
18452,20060509,32000,-0.02,28.27,29.393,81.8,HighQ
18453,20060509,33000,0,28.5,29.386,81.8,HighQ
18454,20060509,34000,-0.04,28.34,29.41,82.8,HighQ
18455,20060509,35000,0.01,28.15,29.459,82.7,HighQ
18456,20060509,40000,0,28.16,29.448,82.8,HighQ
18457,20060509,41000,-0.01,28.29,29.378,82.4,HighQ
18458,20060509,42000,0.28,28.49,29.342,82.9,HighQ
18459,20060509,43000,0.01,27.74,29.348,83.9,HighQ
18460,20060509,44000,-0.01,28.11,29.342,83.2,HighQ
18461,20060509,45000,-0.04,28.45,29.334,81,HighQ
18462,20060509,50000,-0.03,28.62,29.481,80,HighQ
18463,20060509,51000,0,28.75,29.471,78.9,HighQ
18464,20060509,52000,0.02,28.86,29.476,79.4,HighQ
18465,20060509,53000,0.03,28.9,29.466,78.3,HighQ
18466,20060509,54000,0.01,28.91,29.454,77.7,HighQ
18467,20060509,55000,-0.04,28.95,29.44,77,HighQ
18468,20060509,60000,-0.04,29.04,29.43,77.7,HighQ
18469,20060509,61000,-0.02,28.98,29.404,78.4,HighQ
18470,20060509,62000,-0.01,28.96,29.376,78,HighQ
18471,20060509,63000,0.01,28.89,29.366,79.4,HighQ
18472,20060509,64000,0.11,28.82,29.324,78.9,HighQ
18473,20060509,65000,0.07,28.63,29.304,79.8,HighQ
18474,20060509,70000,0.06,28.56,29.311,80,HighQ
18475,20060509,71000,0.02,28.52,29.309,79.9,HighQ
18476,20060509,72000,0,28.52,29.287,79.9,HighQ
18477,20060509,73000,0,28.58,29.258,79.9,HighQ
18478,20060509,74000,0,28.59,29.267,79.7,HighQ
18479,20060509,75000,-0.01,28.6,29.245,79.6,HighQ
18480,20060509,80000,0,28.6,29.224,80.3,HighQ
18481,20060509,81000,0,28.59,29.226,80.3,HighQ
18482,20060509,82000,0.01,28.61,29.224,80,HighQ
18483,20060509,83000,-0.01,28.58,29.213,80,HighQ
18484,20060509,84000,0.01,28.56,29.214,79.4,HighQ
18485,20060509,85000,-0.03,28.57,29.203,79.7,HighQ
18486,20060509,90000,0,28.57,29.191,79.7,HighQ
18487,20060509,91000,0.04,28.59,29.198,79.9,HighQ
18488,20060509,92000,0.02,28.58,29.181,79.7,HighQ
18489,20060509,93000,-0.03,28.64,29.171,81.6,HighQ
18490,20060509,94000,0.02,28.47,29.171,81.9,HighQ
18491,20060509,95000,-0.01,28.46,29.159,81.7,HighQ
18492,20060509,100000,0,28.52,29.154,81.4,HighQ
18493,20060509,101000,-0.04,28.49,29.145,80.8,HighQ
18494,20060509,102000,0,28.5,29.143,80.1,HighQ
18495,20060509,103000,0.01,28.54,29.139,80.4,HighQ
18496,20060509,104000,0.02,28.54,29.131,80.4,HighQ
18497,20060509,105000,-0.01,28.55,29.123,80.2,HighQ
18498,20060509,110000,0.02,28.57,29.118,79.8,HighQ
18499,20060509,111000,-0.03,28.57,29.113,80.8,HighQ
18500,20060509,112000,-0.04,28.49,29.107,80.6,HighQ
18501,20060509,113000,-0.02,28.48,29.112,80.4,HighQ
18502,20060509,114000,-0.02,28.5,29.111,81,HighQ
18503,20060509,115000,-0.03,28.46,29.095,81.1,HighQ
18504,20060509,120000,0.05,28.47,29.098,81,HighQ
18505,20060509,121000,0.04,28.5,29.099,80.1,HighQ
18506,20060509,122000,-0.02,28.55,29.098,81.3,HighQ
18507,20060509,123000,-0.01,28.52,29.093,81.4,HighQ
18508,20060509,124000,0.01,28.51,29.09,81.4,HighQ
18509,20060509,125000,0.02,28.46,29.096,82.4,HighQ
18510,20060509,130000,0.01,28.42,29.094,81.2,HighQ
18511,20060509,131000,0.01,28.45,29.091,80,HighQ
18512,20060509,132000,0.01,28.49,29.094,78.3,HighQ
18513,20060509,133000,-0.01,28.5,29.094,77.8,HighQ
18514,20060509,134000,0.01,28.54,29.1,78.5,HighQ
18515,20060509,135000,-0.01,28.49,29.091,78.9,HighQ
18516,20060509,140000,0,28.46,29.091,79.9,HighQ
18517,20060509,141000,-0.01,28.41,29.096,79.9,HighQ
18518,20060509,142000,0,28.38,29.094,79.9,HighQ
18519,20060509,143000,0,28.4,29.09,80.7,HighQ
18520,20060509,144000,-0.01,28.41,29.087,81.2,HighQ
18521,20060509,145000,0,28.33,29.088,82.1,HighQ
18522,20060509,150000,0,28.06,29.089,80.3,HighQ
18523,20060509,151000,-0.01,28.15,29.095,80.4,HighQ
18524,20060509,152000,0.01,27.54,29.074,80.8,HighQ
18525,20060509,153000,0.02,27.31,29.088,79.8,HighQ
18526,20060509,154000,-0.01,27.34,29.079,79.9,HighQ
18527,20060509,155000,-0.01,27.38,29.089,82.2,HighQ
18528,20060509,160000,0.01,27.32,29.08,82.4,HighQ
18529,20060509,161000,-0.01,27.46,29.077,82.4,HighQ
18530,20060509,162000,-0.01,27.78,29.073,83.4,HighQ
18531,20060509,163000,-0.01,28.24,29.069,82.2,HighQ
18532,20060509,164000,0,28.31,29.056,81.3,HighQ
18533,20060509,165000,0,28.34,29.056,79.2,HighQ
18534,20060509,170000,-0.01,28.45,29.058,78.3,HighQ
18535,20060509,171000,0,28.47,29.073,78.6,HighQ
18536,20060509,172000,0.01,28.47,29.072,77.9,HighQ
18537,20060509,173000,-0.01,28.48,29.049,77.8,HighQ
18538,20060509,174000,-0.01,28.45,29.038,77.9,HighQ
18539,20060509,175000,-0.01,28.45,29.038,77.7,HighQ
18540,20060509,180000,-0.02,28.48,29.033,78.6,HighQ
18541,20060509,181000,-0.01,28.46,29.032,77.9,HighQ
18542,20060509,182000,-0.01,28.46,29.038,76.5,HighQ
18543,20060509,183000,-0.01,28.51,29.045,76.2,HighQ
18544,20060509,184000,-0.01,28.48,29.054,74.9,HighQ
18545,20060509,185000,-0.01,28.38,29.039,77.9,HighQ
18546,20060509,190000,0,28.39,29.043,79.1,HighQ
18547,20060509,191000,-0.01,28.35,29.022,79.3,HighQ
18548,20060509,192000,-0.01,28.41,29.025,77.7,HighQ
18549,20060509,193000,-0.01,28.5,29.035,78.6,HighQ
18550,20060509,194000,-0.01,28.59,29.047,74.2,HighQ
18551,20060509,195000,-0.01,28.7,29.054,75.3,HighQ
18552,20060509,200000,-0.01,28.66,29.05,77.2,HighQ
18553,20060509,201000,-0.02,28.6,29.054,78.5,HighQ
18554,20060509,202000,-0.01,28.59,29.045,74.8,HighQ
18555,20060509,203000,-0.01,28.82,29.052,74.9,HighQ
18556,20060509,204000,-0.01,28.88,29.049,75.2,HighQ
18557,20060509,205000,-0.01,28.93,29.058,74.8,HighQ
18558,20060509,210000,-0.03,28.9,29.071,75.7,HighQ
18559,20060509,211000,-0.02,28.89,29.074,75.7,HighQ
18560,20060509,212000,-0.01,28.85,29.082,76,HighQ
18561,20060509,213000,-0.01,28.86,29.096,77.3,HighQ
18562,20060509,214000,-0.02,28.8,29.104,76.7,HighQ
18563,20060509,215000,-0.02,28.83,29.109,76.8,HighQ
18564,20060509,220000,-0.03,28.87,29.118,74.6,HighQ
18565,20060509,221000,-0.02,28.97,29.124,74.8,HighQ
18566,20060509,222000,-0.01,28.94,29.137,76.3,HighQ
18567,20060509,223000,-0.02,28.86,29.134,75.7,HighQ
18568,20060509,224000,-0.01,28.89,29.148,76.2,HighQ
18569,20060509,225000,-0.02,28.87,29.178,76.2,HighQ
18570,20060509,230000,-0.04,28.83,29.183,76.6,HighQ
18571,20060509,231000,-0.02,28.9,29.204,75.3,HighQ
18572,20060509,232000,-0.01,28.95,29.218,75,HighQ
18573,20060509,233000,-0.02,28.98,29.216,74.3,HighQ
18574,20060509,234000,-0.01,28.99,29.262,74.7,HighQ
18575,20060509,235000,0.08,28.97,29.264,74.6,HighQ
18576,20060510,0,-0.13,28.97,29.247,72.7,HighQ
18577,20060510,1000,-0.01,28.9,29.313,74.4,HighQ
18578,20060510,2000,-0.01,28.86,29.322,74.2,HighQ
18579,20060510,3000,-0.02,28.96,29.309,73.5,HighQ
18580,20060510,4000,-0.02,28.91,29.346,72.8,HighQ
18581,20060510,5000,0.01,28.93,29.376,73,HighQ
18582,20060510,10000,-0.01,28.95,29.378,73.6,HighQ
18583,20060510,11000,-0.01,28.96,29.387,73.6,HighQ
18584,20060510,12000,-0.02,28.97,29.435,72.9,HighQ
18585,20060510,13000,-0.02,28.95,29.424,73.3,HighQ
18586,20060510,14000,-0.01,28.95,29.459,74.1,HighQ
18587,20060510,15000,-0.01,28.95,29.458,72.7,HighQ
18588,20060510,20000,-0.02,28.95,29.521,72.5,HighQ
18589,20060510,21000,0.01,29.06,29.505,73.4,HighQ
18590,20060510,22000,-0.01,29.02,29.2,73.3,HighQ
18591,20060510,23000,-0.02,28.97,29.202,74.6,HighQ
18592,20060510,24000,-0.02,28.95,29.237,74.6,HighQ
18593,20060510,25000,-0.01,28.97,29.6,73.6,HighQ
18594,20060510,30000,-0.01,29.09,29.665,73.1,HighQ
18595,20060510,31000,-0.01,29.11,29.672,73.3,HighQ
18596,20060510,32000,-0.01,29.08,29.685,73.1,HighQ
18597,20060510,33000,-0.02,29.09,29.7,73.9,HighQ
18598,20060510,34000,-0.02,29.11,29.778,74,HighQ
18599,20060510,35000,-0.01,29.06,29.811,72.7,HighQ
18600,20060510,40000,-0.02,29.1,29.808,73.4,HighQ
18601,20060510,41000,-0.02,29.25,29.844,73.1,HighQ
18602,20060510,42000,-0.02,29.34,29.949,73.3,HighQ
18603,20060510,43000,-0.02,29.34,29.968,72.9,HighQ
18604,20060510,44000,-0.02,29.34,29.908,73.1,HighQ
18605,20060510,45000,-0.01,29.45,29.913,73.1,HighQ
18606,20060510,50000,-0.02,29.53,30.013,71.8,HighQ
18607,20060510,51000,-0.02,29.62,29.968,72.5,HighQ
18608,20060510,52000,-0.02,29.67,29.926,72.9,HighQ
18609,20060510,53000,-0.02,29.62,29.807,73,HighQ
18610,20060510,54000,-0.02,29.75,29.802,73.2,HighQ
18611,20060510,55000,-0.01,29.79,29.711,73.4,HighQ
18612,20060510,60000,-0.02,29.76,29.744,72.8,HighQ
18613,20060510,61000,-0.01,29.78,29.662,73.1,HighQ
18614,20060510,62000,-0.02,29.65,29.627,72.5,HighQ
18615,20060510,63000,-0.01,29.47,29.662,74.1,HighQ
18616,20060510,64000,-0.01,29.12,29.718,74.3,HighQ
18617,20060510,65000,0,29.12,29.652,74.9,HighQ
18618,20060510,70000,-0.01,28.87,29.691,75.6,HighQ
18619,20060510,71000,0,28.78,29.637,75.3,HighQ
18620,20060510,72000,0.01,28.74,29.642,75.3,HighQ
18621,20060510,73000,-0.02,28.74,29.654,76,HighQ
18622,20060510,74000,0.01,28.71,29.577,76.2,HighQ
18623,20060510,75000,0.02,28.7,29.507,75.9,HighQ
18624,20060510,80000,-0.01,28.72,29.484,76.2,HighQ
18625,20060510,81000,-0.02,28.72,29.541,76.7,HighQ
18626,20060510,82000,0,28.66,29.475,76.5,HighQ
18627,20060510,83000,0,28.69,29.434,76.4,HighQ
18628,20060510,84000,0,28.71,29.444,76.6,HighQ
18629,20060510,85000,0.01,28.67,29.422,76,HighQ
18630,20060510,90000,-0.01,28.7,29.4,76.8,HighQ
18631,20060510,91000,-0.01,28.69,29.397,77.2,HighQ
18632,20060510,92000,0.01,28.68,29.373,77.4,HighQ
18633,20060510,93000,-0.01,28.68,29.372,77.5,HighQ
18634,20060510,94000,-0.01,28.7,29.341,78.5,HighQ
18635,20060510,95000,0.01,28.64,29.337,78.4,HighQ
18636,20060510,100000,0,28.66,29.341,78.3,HighQ
18637,20060510,101000,-0.02,28.67,29.341,78.6,HighQ
18638,20060510,102000,0.01,28.64,29.327,78.6,HighQ
18639,20060510,103000,-0.01,28.63,29.345,78.5,HighQ
18640,20060510,104000,-0.01,28.64,29.314,78.4,HighQ
18641,20060510,105000,-0.02,28.69,29.298,79.3,HighQ
18642,20060510,110000,-0.01,28.6,29.326,78.8,HighQ
18643,20060510,111000,-0.01,28.62,29.331,78.7,HighQ
18644,20060510,112000,-0.01,28.6,29.325,78.6,HighQ
18645,20060510,113000,-0.01,28.6,29.305,79.4,HighQ
18646,20060510,114000,-0.01,28.6,29.297,79.3,HighQ
18647,20060510,115000,0,28.58,29.295,80,HighQ
18648,20060510,120000,-0.01,28.58,29.274,79.7,HighQ
18649,20060510,121000,-0.01,28.57,29.274,79.5,HighQ
18650,20060510,122000,-0.01,28.55,29.28,78.2,HighQ
18651,20060510,123000,0,28.62,29.276,77.8,HighQ
18652,20060510,124000,-0.01,28.62,29.26,78.1,HighQ
18653,20060510,125000,0,28.58,29.266,77.8,HighQ
18654,20060510,130000,0.01,28.58,29.255,78.3,HighQ
18655,20060510,131000,-0.01,28.54,29.246,79.1,HighQ
18656,20060510,132000,-0.01,28.5,29.245,79.4,HighQ
18657,20060510,133000,-0.01,28.46,29.239,79,HighQ
18658,20060510,134000,-0.01,28.47,29.23,79.2,HighQ
18659,20060510,135000,0,28.45,29.23,78.3,HighQ
18660,20060510,140000,-0.01,28.49,29.231,78.6,HighQ
18661,20060510,141000,0,28.5,29.236,78,HighQ
18662,20060510,142000,-0.01,28.5,29.255,77,HighQ
18663,20060510,143000,-0.01,28.51,29.246,77.4,HighQ
18664,20060510,144000,-0.01,28.5,29.246,77.7,HighQ
18665,20060510,145000,0,28.45,29.232,78.1,HighQ
18666,20060510,150000,-0.02,28.41,29.187,78.2,HighQ
18667,20060510,151000,-0.04,28.4,29.188,78.7,HighQ
18668,20060510,152000,-0.1,28.41,29.169,78.9,HighQ
18669,20060510,153000,-0.01,28.39,29.164,79.1,HighQ
18670,20060510,154000,0,28.36,29.167,78.3,HighQ
18671,20060510,155000,-0.01,28.36,29.153,78.7,HighQ
18672,20060510,160000,-0.02,28.33,29.149,78.6,HighQ
18673,20060510,161000,0,28.31,29.16,78.6,HighQ
18674,20060510,162000,-0.01,28.3,29.154,78.7,HighQ
18675,20060510,163000,-0.01,28.35,29.154,79.4,HighQ
18676,20060510,164000,-0.02,28.31,29.145,79.5,HighQ
18677,20060510,165000,0,28.3,29.144,79.2,HighQ
18678,20060510,170000,-0.02,28.29,29.15,79.2,HighQ
18679,20060510,171000,0.01,28.3,29.153,79.2,HighQ
18680,20060510,172000,0.01,28.26,29.161,78.9,HighQ
18681,20060510,173000,-0.01,28.28,29.14,79,HighQ
18682,20060510,174000,-0.01,28.28,29.142,79.2,HighQ
18683,20060510,175000,-0.02,28.25,29.132,79.5,HighQ
18684,20060510,180000,-0.01,28.24,29.14,79.4,HighQ
18685,20060510,181000,0,28.23,29.144,79.4,HighQ
18686,20060510,182000,0,28.25,29.144,79.6,HighQ
18687,20060510,183000,0,28.24,29.149,79.2,HighQ
18688,20060510,184000,-0.01,28.29,29.148,79.8,HighQ
18689,20060510,185000,-0.01,28.25,29.143,79.9,HighQ
18690,20060510,190000,0.01,28.22,29.151,79.5,HighQ
18691,20060510,191000,0.02,28.3,29.145,79.4,HighQ
18692,20060510,192000,0.02,28.41,29.146,79.5,HighQ
18693,20060510,193000,-0.03,28.47,29.14,79.1,HighQ
18694,20060510,194000,0.01,28.52,29.158,78.8,HighQ
18695,20060510,195000,-0.02,28.65,29.158,78,HighQ
18696,20060510,200000,-0.03,28.96,29.164,77.2,HighQ
18697,20060510,201000,-0.02,29.15,29.164,76.7,HighQ
18698,20060510,202000,-0.02,29.3,29.176,76.3,HighQ
18699,20060510,203000,0.01,29.24,29.186,76.3,HighQ
18700,20060510,204000,0,29.04,29.199,77.4,HighQ
18701,20060510,205000,-0.01,29.05,29.205,77.7,HighQ
18702,20060510,210000,0,29.04,29.215,77.9,HighQ
18703,20060510,211000,-0.02,28.87,29.226,77.9,HighQ
18704,20060510,212000,-0.01,28.84,29.235,77.7,HighQ
18705,20060510,213000,-0.02,28.88,29.241,78,HighQ
18706,20060510,214000,-0.01,28.87,29.268,77.4,HighQ
18707,20060510,215000,-0.03,28.95,29.266,76.6,HighQ
18708,20060510,220000,-0.02,29.12,29.316,76,HighQ
18709,20060510,221000,-0.01,29.29,29.305,75.9,HighQ
18710,20060510,222000,-0.04,29.47,29.194,75.9,HighQ
18711,20060510,223000,-0.02,29.37,29.208,76.1,HighQ
18712,20060510,224000,-0.02,29.45,29.426,75.9,HighQ
18713,20060510,225000,-0.02,29.43,29.413,76.3,HighQ
18714,20060510,230000,-0.02,29.37,29.415,76.7,HighQ
18715,20060510,231000,-0.01,29.37,29.477,76.7,HighQ
18716,20060510,232000,-0.01,29.29,29.445,76.6,HighQ
18717,20060510,233000,0.01,29.53,29.506,75.8,HighQ
18718,20060510,234000,0.01,29.45,29.507,76.3,HighQ
18719,20060510,235000,0.45,29.56,29.439,76.6,HighQ
18720,20060511,0,-0.49,29.36,29.505,76.8,HighQ
18721,20060511,1000,0.01,29.39,29.533,76.6,HighQ
18722,20060511,2000,-0.01,29.49,29.565,76,HighQ
18723,20060511,3000,0,29.54,29.606,75.9,HighQ
18724,20060511,4000,-0.01,29.35,29.541,76.5,HighQ
18725,20060511,5000,-0.01,29.34,29.585,76.1,HighQ
18726,20060511,10000,0.01,29.32,29.512,76,HighQ
18727,20060511,11000,-0.02,29.49,29.623,75.5,HighQ
18728,20060511,12000,-0.01,29.39,29.526,76.5,HighQ
18729,20060511,13000,-0.01,29.25,29.535,76.2,HighQ
18730,20060511,14000,0.01,29.4,29.607,76.4,HighQ
18731,20060511,15000,-0.01,29.38,29.61,76.8,HighQ
18732,20060511,20000,-0.01,29.43,29.596,75.4,HighQ
18733,20060511,21000,-0.02,29.66,29.643,73.4,HighQ
